date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:27	7332/7332	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:52:27%20GMT	https://www.codehiddenlanguage.com/Chapter20/	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter20/index.html	(from https://www.codehiddenlanguage.com/)
15:05:27	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Dec%202025%2007:05:27%20GMT	https://www.codehiddenlanguage.com/Chapter22	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter22	(from https://www.codehiddenlanguage.com/)
15:05:28	15166/15166	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:52:33%20GMT	https://www.codehiddenlanguage.com/Chapter21/	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter21/index.html	(from https://www.codehiddenlanguage.com/)
15:05:28	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Dec%202025%2007:05:28%20GMT	https://www.codehiddenlanguage.com/Chapter23	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter23	(from https://www.codehiddenlanguage.com/)
15:05:29	8072/8072	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:52:42%20GMT	https://www.codehiddenlanguage.com/Chapter22/	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter22/index.html	(from https://www.codehiddenlanguage.com/)
15:05:29	253/253	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Dec%202025%2007:05:29%20GMT	https://www.codehiddenlanguage.com/Chapter24	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter24	(from https://www.codehiddenlanguage.com/)
15:05:30	13327/13327	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:52:48%20GMT	https://www.codehiddenlanguage.com/Chapter23/	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter23/index.html	(from https://www.codehiddenlanguage.com/)
15:05:30	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Dec%202025%2007:05:30%20GMT	https://www.codehiddenlanguage.com/Chapter27a	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter27a	(from https://www.codehiddenlanguage.com/)
15:05:31	4417/4417	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:52:51%20GMT	https://www.codehiddenlanguage.com/Chapter24/	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter24/index.html	(from https://www.codehiddenlanguage.com/)
15:05:31	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Dec%202025%2007:05:31%20GMT	https://www.codehiddenlanguage.com/Chapter27b	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter27b	(from https://www.codehiddenlanguage.com/)
15:05:32	21086/21086	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:53:07%20GMT	https://www.codehiddenlanguage.com/Chapter27a/	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter27a/index.html	(from https://www.codehiddenlanguage.com/)
15:05:32	19844/19844	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:49:59%20GMT	https://www.codehiddenlanguage.com/PropagatingLogicLib.240618.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/PropagatingLogicLib.240618.js	(from https://www.codehiddenlanguage.com/Chapter06/)
15:05:33	5009/5009	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:53:20%20GMT	https://www.codehiddenlanguage.com/Chapter27b/	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter27b/index.html	(from https://www.codehiddenlanguage.com/)
15:05:33	31190/31190	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:49:57%20GMT	https://www.codehiddenlanguage.com/PropagatingIoLib.240618.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/PropagatingIoLib.240618.js	(from https://www.codehiddenlanguage.com/Chapter06/)
15:05:34	22713/22713	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:04%20GMT	https://www.codehiddenlanguage.com/StructuredLayoutLib.240618.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/StructuredLayoutLib.240618.js	(from https://www.codehiddenlanguage.com/Chapter06/)
15:05:35	1399/1399	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:11%20GMT	https://www.codehiddenlanguage.com/Chapter06/Chapter06SwitchesInSeries.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter06/Chapter06SwitchesInSeries.json.js	(from https://www.codehiddenlanguage.com/Chapter06/)
15:05:36	2241/2241	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:10%20GMT	https://www.codehiddenlanguage.com/Chapter06/Chapter06SwitchesInParallel.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter06/Chapter06SwitchesInParallel.json.js	(from https://www.codehiddenlanguage.com/Chapter06/)
15:05:37	6173/6173	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:08%20GMT	https://www.codehiddenlanguage.com/Chapter06/Chapter06KittenSelector.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter06/Chapter06KittenSelector.json.js	(from https://www.codehiddenlanguage.com/Chapter06/)
15:05:38	7552/7552	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:01%20GMT	https://www.codehiddenlanguage.com/PropagatingRelayLib.240618.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/PropagatingRelayLib.240618.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:39	9389/9389	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:49:55%20GMT	https://www.codehiddenlanguage.com/PropagatingGatesLib.240618.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/PropagatingGatesLib.240618.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:40	1768/1768	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:19%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08LogicRelaysCommon.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08LogicRelaysCommon.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:41	1420/1420	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:14%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08AndLogicRelays.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08AndLogicRelays.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:42	1852/1852	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:23%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08OrLogicRelays.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08OrLogicRelays.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:43	8754/8754	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:18%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08KittenSelector.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08KittenSelector.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:44	1420/1420	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:22%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08NorLogicRelays.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08NorLogicRelays.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:45	1859/1859	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:20%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08NandLogicRelays.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08NandLogicRelays.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:46	3825/3825	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:16%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08FourBasicGates.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08FourBasicGates.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:47	4437/4437	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:15%20GMT	https://www.codehiddenlanguage.com/Chapter08/Chapter08DeMorgansLaws.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter08/Chapter08DeMorgansLaws.json.js	(from https://www.codehiddenlanguage.com/Chapter08/)
15:05:48	23627/23627	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:49:49%20GMT	https://www.codehiddenlanguage.com/PropagatingAdvIoLib.240619.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/PropagatingAdvIoLib.240619.js	(from https://www.codehiddenlanguage.com/Chapter10/)
15:05:49	12570/12570	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:27%20GMT	https://www.codehiddenlanguage.com/Chapter10/Chapter10ThreeToEightDecoder.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter10/Chapter10ThreeToEightDecoder.json.js	(from https://www.codehiddenlanguage.com/Chapter10/)
15:05:50	6699/6699	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:26%20GMT	https://www.codehiddenlanguage.com/Chapter10/Chapter10EightToThreeEncoder.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter10/Chapter10EightToThreeEncoder.json.js	(from https://www.codehiddenlanguage.com/Chapter10/)
15:05:51	1009/1009	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:40%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14OneBitSummer.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14OneBitSummer.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:52	1772/1772	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:39%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14OneBitSum.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14OneBitSum.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:53	1459/1459	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:37%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14OneBitHalfer.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14OneBitHalfer.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:54	1554/1554	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:36%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14OneBitHalfAdder.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14OneBitHalfAdder.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:55	1560/1560	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:34%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14OneBitFuller.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14OneBitFuller.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:56	1976/1976	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:33%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14OneBitFullAdder.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14OneBitFullAdder.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:57	1604/1604	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:32%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14EightBitComponent.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14EightBitComponent.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:58	5254/5254	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:30%20GMT	https://www.codehiddenlanguage.com/Chapter14/Chapter14EightBitAdder.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter14/Chapter14EightBitAdder.json.js	(from https://www.codehiddenlanguage.com/Chapter14/)
15:05:59	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jan%202024%2014:21:49%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalferXor.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalferXor.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:00	4448/4448	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:48%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFullAdderXor.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFullAdderXor.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:01	1009/1009	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:58%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitSummer.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitSummer.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:02	1455/1455	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:53%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalfer.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalfer.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:03	1965/1965	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:50%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFuller.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFuller.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:04	2201/2201	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:47%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFullAdder.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFullAdder.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:05	1063/1063	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:59%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitSummerMod.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitSummerMod.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:06	1466/1466	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:54%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalferMod1.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalferMod1.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:07	1181/1181	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:55%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalferMod2.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitHalferMod2.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:08	2061/2061	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:51%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFullerMod.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitFullerMod.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:09	2200/2200	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:57%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15OneBitImproved.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15OneBitImproved.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:10	7885/7885	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:44%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15FourBitComponent.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15FourBitComponent.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:11	1296/1296	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:45%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15FourBitComponentUI.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15FourBitComponentUI.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:12	18467/18467	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:50:43%20GMT	https://www.codehiddenlanguage.com/Chapter15/Chapter15FourBitAssemblage.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter15/Chapter15FourBitAssemblage.json.js	(from https://www.codehiddenlanguage.com/Chapter15/)
15:06:13	1987/1987	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:51:03%20GMT	https://www.codehiddenlanguage.com/Chapter16/Chapter16EightBitAddSubComponent.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter16/Chapter16EightBitAddSubComponent.json.js	(from https://www.codehiddenlanguage.com/Chapter16/)
15:06:14	6907/6907	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:51:02%20GMT	https://www.codehiddenlanguage.com/Chapter16/Chapter16EightBitAddSub.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter16/Chapter16EightBitAddSub.json.js	(from https://www.codehiddenlanguage.com/Chapter16/)
15:06:15	9204/9204	---M--	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2015:51:05%20GMT	https://www.codehiddenlanguage.com/Chapter16/Chapter16TwosCompAdder.json.js	/Users/skrjs/websites/web1/www.codehiddenlanguage.com/Chapter16/Chapter16TwosCompAdder.json.js	(from https://www.codehiddenlanguage.com/Chapter16/)
